İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Takas,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Balkon Sayısı,İpotek Durumu,Kira Getirisi,Fiyat Durumu, İlan Oluşturma Tarihi,Türü,Tipi,WC Metrekare,Aidat,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Balkon Metrekare,Banyo Metrekare,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Balkon Durumu,Balkon Tipi,Görüntülü Gezilebilir Mi?,WC Sayısı,Konum,Fiyat
14196987,01 Kasım 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,100 TL,140 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,Kat Mülkiyeti,Boş,Var,,Hayır ,, Yıldırım,2250000
14196912,01 Kasım 2023,Satılık,125 M2,3+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Evet,2,1,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,750 TL,130 M2,5-10,5,Mülk Sahibi Oturuyor,,,,,Boş,Var,Kapalı Balkon,,2 , Mudanya,3375000
14196810,22 Kasım 2023,Satılık,135 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2,1,,20000 TL,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,145 M2,4,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,,Boş,Var,Kapalı Teras,,2 , Gemlik,3700000
14196624,17 Kasım 2023,Satılık,125 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,13000 TL,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,100 TL,150 M2,11-15,5,Mülk Sahibi Oturuyor,,,,,,,,,, Yıldırım,2350000
14196556,19 Kasım 2023,Satılık,105 M2,2+1,,Isıtma Yok,Krediye Uygun Değil,Kagir,,İkinci El,Hayır,1,1,Yok,,Genel Fiyat ,01 Kasım 2023,Konut,Müstakil Ev,,,106 M2,21 Ve Üzeri,1,Boş,,,Yatırıma Uygun,Hisseli Tapu,Boş,Var,,,1 , Osmangazi,850000
14196337,02 Kasım 2023,Satılık,270 M2,5+1,,Yerden Isıtma,Krediye Uygun Değil,Betonarme,Yok,Sıfır,Hayır,3,2,Yok,,Genel Fiyat ,01 Kasım 2023,Konut,Villa,,,400 M2,0 (Yeni),3,Boş,20 M2,10 M2,Yatırıma Uygun,Müstakil Tapulu,Boş,Var,Açık Balkon,Hayır ,3, Nilüfer,10500000
14196306,25 Kasım 2023,Satılık,100 M2,2+1,3.Kat,Kombi Doğalgaz,Bilinmiyor,,Yok,,Hayır,1,1 ,,10000 TL,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,115 M2,1,3,Boş,,,Yatırıma Uygun,,,Var,,,, İnegöl,1750000
14196292,22 Kasım 2023,Satılık,135 M2,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,2,3,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,145 M2,21 Ve Üzeri,9,Boş,,,,Kat İrtifakı,Boş,Var,,,1 , Gemlik,1800000
14196090,08 Kasım 2023,Satılık,55 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,65 M2,2,5,Kiracı Oturuyor,,,,,,Var ,,,, Nilüfer,1450000
14196046,06 Kasım 2023,Satılık,50 M2,2+1,,Sobalı,Bilinmiyor,Betonarme,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat ,01 Kasım 2023,Konut,Müstakil Ev,,,80 M2,4,2,Kiracı Oturuyor,,,Yatırıma Uygun,Arsa Tapulu,Boş,Var,,Hayır ,1, Mudanya,1900000
14195955,25 Kasım 2023,Satılık,170 M2,3+1,,Kombi Doğalgaz,Bilinmiyor,,Var,,Evet,2,2,,25000 TL,Genel Fiyat ,01 Kasım 2023,Konut,Villa,,350 TL,185 M2,5-10,2,Kiracı Oturuyor,,,Yatırıma Uygun,,,Var,,,2 , İnegöl,6200000
14195788,22 Kasım 2023,Satılık,115 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,125 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,Boş,Var,,Hayır ,1, Gemlik,1050000
14195750,25 Kasım 2023,Satılık,75 M2,2+1,1.Kat,Kombi Doğalgaz,Bilinmiyor,,Yok,,Hayır,1,2 ,,7500 TL,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,85 M2,1,3,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,,,, İnegöl,1350000
14195400,01 Kasım 2023,Satılık,139 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,,Hayır,2,,Yok,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,181 M2,0 (Yeni),8,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,,2 , Nilüfer,5250000
14195331,01 Kasım 2023,Satılık,135 M2,3+1,,Doğalgaz Sobalı,Krediye Uygun Değil,,,,Hayır,1,2,,,Genel Fiyat ,01 Kasım 2023,Konut,Müstakil Ev,,,140 M2,21 Ve Üzeri,3,Kiracı Oturuyor,,,,,,Var,,,1 , Osmangazi,3350000
14195125,01 Kasım 2023,Satılık,35 M2,1+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,Betonarme,Var,İkinci El,Hayır,1,1,Yok,7000 TL,Birim Fiyat,01 Kasım 2023,Konut,Daire,,,40 M2,5-10,6,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,Açık Balkon,Evet ,1, Nilüfer,1165000
14194955,01 Kasım 2023,Satılık,191 M2,3+1,8.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,Sıfır,Hayır,3,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,250 TL,249 M2,0 (Yeni),8,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,3, Nilüfer,6500000
14194887,01 Kasım 2023,Satılık,250 M2,5+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,Sıfır,Hayır,4,,Yok,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,1000 TL,290 M2,5-10,6,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,,Hayır ,3, Nilüfer,6500000
14194787,01 Kasım 2023,Satılık,125 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,Sıfır,Hayır,2,,Yok,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,1000 TL,145 M2,0 (Yeni),7,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,2, Nilüfer,4900000
14194439,16 Kasım 2023,Satılık,135 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,2 ,,,20000 TL,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,140 M2,4,10,Mülk Sahibi Oturuyor,,,,,,,,,, Yıldırım,3350000
14194257,22 Kasım 2023,Satılık,80 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Hayır,1 ,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,90 M2,5-10,6,Boş,,,Bilinmiyor,,Boş,,,,, Yıldırım,1700000
14194054,23 Kasım 2023,Satılık,110 M2,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,1425000
14194053,23 Kasım 2023,Satılık,119 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,6,Boş,,,Bilinmiyor,,Boş,,,,, Yıldırım,1630000
14194052,23 Kasım 2023,Satılık,100 M2,4+1,,Sobalı,KREDIYE UYGUN,,Yok,,Hayır,2 ,,,,Genel Fiyat ,01 Kasım 2023,Konut,Köşk,,,151 M2,21 Ve Üzeri,2,Boş,,,Bilinmiyor,,,,,,, Osmangazi,3800000
14194029,01 Kasım 2023,Satılık,120 M2,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,140 M2,16-20,7,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Orhangazi,1600000
14193682,01 Kasım 2023,Satılık,90 M2,2+1,3.Kat,Sobalı,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,01 Kasım 2023,Konut,Daire,,,95 M2,16-20,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Gemlik,1970000
14193477,25 Kasım 2023,Satılık,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,5 M2 ,,130 M2,16-20,5,Mülk Sahibi Oturuyor,10 M2,15 M2,Yatırıma Uygun,Kat İrtifakı,Boş,Var,Açık Balkon,,1, Mudanya,2050000
14193448,25 Kasım 2023,Satılık,110 M2,2+1,,Kombi Doğalgaz,Bilinmiyor,Kagir,Yok,İkinci El,Hayır,1,1,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Bina,5 M2 ,,125 M2,16-20,4,Mülk Sahibi Oturuyor,8 M2,10 M2,Yatırıma Uygun,,,Var,Açık Balkon,,1, Yıldırım,5500000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14193420,25 Kasım 2023,Satılık,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,5 M2 ,,100 M2,16-20,3,Mülk Sahibi Oturuyor,,10 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,,,,1, Nilüfer,2000000
14193403,25 Kasım 2023,Satılık,115 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Evet,1,1,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,5 M2,,125 M2,16-20,4,Mülk Sahibi Oturuyor,6 M2,15 M2,Yatırıma Uygun,,,Var,Açık Balkon,Hayır ,1, Nilüfer,3000000
14193304,24 Kasım 2023,Satılık,100 M2,3+1,3.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2,2,Yok,12000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,105 M2,0 (Yeni),4,Boş,,,,,Boş,Var,Açık Balkon ,,, Mustafakemalpaşa,1850000
14193298,25 Kasım 2023,Satılık,1.400 M2,9+ Oda,,Klimalı,KREDIYE UYGUN,Betonarme,Yok,İkinci El,Hayır,6+,4 +,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Villa,50 M2,,5.000 M2,5-10,3,Mülk Sahibi Oturuyor,50 M2,50 M2,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,"Açık Balkon, Kapalı Balkon",Hayır ,6+, Orhangazi,72000000
14193261,25 Kasım 2023,Satılık,110 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,5 M2 ,,130 M2,16-20,5,Kiracı Oturuyor,10 M2,15 M2,Yatırıma Uygun,Kat İrtifakı,,Var,Açık Balkon,,1, Nilüfer,1950000
14193247,31 Ekim 2023,Satılık,65 M2,2+1,Bahçe Katı,Yerden Isıtma,Krediye Uygun,,Var,,Evet,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,85 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,2100000
14193239,31 Ekim 2023,Satılık,72 M2,1+1,4.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,92 M2,0 (Yeni),4,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,1575000
14193237,31 Ekim 2023,Satılık,100 M2,2+1,8.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,110 M2,5-10,8,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2100000
14193236,31 Ekim 2023,Satılık,120 M2,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,145 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,3250000
14193201,25 Kasım 2023,Satılık,120 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,2,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,5 M2,,135 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,15 M2,20 M2,Yatırıma Uygun,Kat Mülkiyeti,,Var,Kapalı Balkon,Hayır ,1, Mudanya,120000001
14193119,24 Kasım 2023,Satılık,85 M2,2+1,3.Kat,Kombi Doğalgaz,Bilinmiyor,Betonarme,Yok,Sıfır,Hayır,1,1,Yok,12000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,4 M2,200 TL,110 M2,0 (Yeni),5,Boş,10 M2,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Açık Balkon,Hayır ,1, Nilüfer,2250000
14193078,24 Kasım 2023,Satılık,96 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,125 M2,5-10,4,Boş,,,Bilinmiyor,,Boş,,,,, Kestel,2950000
14192977,25 Kasım 2023,Satılık,300 M2,6+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,2,3,Yok,25000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,20 M2,200 TL,350 M2,11-15,5,Mülk Sahibi Oturuyor,50 M2,25 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Teras,Hayır ,2, Nilüfer,3550000
14192936,24 Kasım 2023,Satılık,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,2 ,,,12000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,135 M2,0 (Yeni),4,Boş,,,Yatırıma Uygun,,,,,,, Mustafakemalpaşa,1650000
14192738,31 Ekim 2023,Satılık,85 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,,Hayır,1,2,Yok,8000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,0 TL,90 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,3 M2,,Bilinmiyor,,Boş,Var,Açık Balkon,Hayır ,, Yıldırım,1650000
14192676,31 Ekim 2023,Satılık,145 M2,3+1,3.Kat,Isıtma Yok,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,160 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,2500000
14192596,31 Ekim 2023,Satılık,75 M2,1+1,Kot 1 (-1).Kat,Sobalı ,,,,,,,,,,,31 Ekim 2023,Konut,Daire,,,95 M2,16-20,3,Mülk Sahibi Oturuyor ,,,,,,,,,, Karacabey,585000
14192595,31 Ekim 2023,Satılık,130 M2,3+1,Kot 2 (-2).Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,140 M2,1,4,Boş,,,Bilinmiyor,,Boş,,,,, Karacabey,1750000
14191724,31 Ekim 2023,Satılık,65 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1,1,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,75 M2,5-10,5,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,,Evet ,1, Nilüfer,1249000
14191643,31 Ekim 2023,Satılık,65 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1,1,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,75 M2,5-10,5,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,,Evet ,1, Nilüfer,1249000
14191425,08 Kasım 2023,Satılık,100 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,8000 TL,Birim Fiyat ,31 Ekim 2023,Konut,Daire,,,110 M2,5-10,4,Kiracı Oturuyor,,,,,,Var ,,,, Kestel,1375000
14191320,25 Kasım 2023,Satılık,180 M2,3+1,3.Kat,Kombi Doğalgaz,Bilinmiyor,,,,Hayır,2,,,15000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,195 M2,5-10,3,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,,Eşyalı,Var,,,2 , İnegöl,2790000
14190950,31 Ekim 2023,Satılık,95 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,100 M2,5-10,4,Boş,,,,,,,,,, Orhangazi,1550000
14190859,31 Ekim 2023,Satılık,120 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Evet,1,,Yok,14000 TL,Birim Fiyat ,31 Ekim 2023,Konut,Daire,,100 TL,140 M2,21 Ve Üzeri,5,Boş,,,,Bilinmiyor,,Var,,Evet ,1, Gemlik,3100000
14190821,20 Kasım 2023,Satılık,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,4,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Yok,,Hayır ,1, Yıldırım,1450000
14190778,31 Ekim 2023,Satılık,80 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,2 ,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,4,Boş,,,,,Boş,Var,,,, Gemlik,1600000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14190755,31 Ekim 2023,Satılık,85 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,125 M2,1,3,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1650000
14190750,31 Ekim 2023,Satılık,55 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,65 M2,3,7,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1789000
14190506,31 Ekim 2023,Satılık,70 M2,2+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,8,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,2825000
14190136,23 Kasım 2023,Satılık,111 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,Betonarme,,Yapım Aşamasında,Hayır,2,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,143 M2,0 (Yeni),9,Boş,,,Yatırıma Uygun,Kat İrtifakı,,Var,,Evet ,2, Nilüfer,2900000
14188487,31 Ekim 2023,Satılık,90 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Hayır,1,,,5000 TL,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,50 TL,100 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,Kat İrtifakı,,Var ,,,, Osmangazi,1250000
14188230,31 Ekim 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, İnegöl,1725000
14188229,31 Ekim 2023,Satılık,130 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,145 M2,5-10,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, İnegöl,2330000
14187942,31 Ekim 2023,Satılık,80 M2,1+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,100 M2,5-10,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1450000
14187941,31 Ekim 2023,Satılık,70 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,75 M2,2,6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1759000
14187800,31 Ekim 2023,Satılık,90 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,1400000
14187703,31 Ekim 2023,Satılık,100 M2,3+1,8.Kat,Yerden Isıtma,Krediye Uygun Değil,,Var,,Evet,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,125 M2,0 (Yeni),9,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,6100000
14187648,31 Ekim 2023,Satılık,156 M2,3+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,31 Ekim 2023,Konut,Daire,,,175 M2,0 (Yeni),5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,4000000
14187603,25 Kasım 2023,Satılık,96 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,2,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,5,Boş,,,,,,Var ,,,, Gemlik,865000
14187049,30 Ekim 2023,Satılık,110 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,2 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,130 M2,0 (Yeni),10,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,2150000
14187020,30 Ekim 2023,Satılık,150 M2,3+1,5.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,3 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,184 M2,0 (Yeni),5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,3620000
14186722,30 Ekim 2023,Satılık,85 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1,,,18000 TL,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,200 TL,95 M2,4,5,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,,Var ,,,, Mudanya,3050000
14186704,07 Kasım 2023,Satılık,140 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Hayır,1,2,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,150 M2,21 Ve Üzeri,4,Boş,,,Yatırıma Uygun,,,Var,Açık Teras ,,, Mustafakemalpaşa,1500000
14186583,30 Ekim 2023,Satılık,80 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Gemlik,790000
14186004,01 Kasım 2023,Satılık,122 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,Yok,Yapım Aşamasında,Hayır,2,,Yok,,Genel Fiyat,30 Ekim 2023,Konut,Daire,,,160 M2,0 (Yeni),8,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,,,Hayır ,2, Yıldırım,3400000
14185865,30 Ekim 2023,Satılık,95 M2,4+1,Müstakil,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,110 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,,,,,,, Yıldırım,1500000
14185499,30 Ekim 2023,Satılık,89 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Betonarme,,,Hayır,1,1,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,98 M2,5-10,3,Mülk Sahibi Oturuyor,,,,,,Var,,,1 , Gürsu,2400000
14185325,31 Ekim 2023,Satılık,45 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,250 TL,50 M2,11-15,5,Kiracı Oturuyor,,,,Kat Mülkiyeti,,Var ,,,, Nilüfer,1500000
14185117,20 Kasım 2023,Satılık,190 M2,5+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,2 ,,,12000 TL,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,210 M2,0 (Yeni),3,Boş,,,,,,,,,, Orhangazi,3000000
14185059,30 Ekim 2023,Satılık,100 M2,3+1,3.Kat,Kombi Doğalgaz,Bilinmiyor,,Yok,,Hayır,2,2,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,100 TL,130 M2,5-10,6,Boş,,,,Kat Mülkiyeti,,Var,Kapalı Balkon,Hayır ,, Mudanya,3250000
